Feature_1,Feature_2,Target
2.0,0.397,1
0.308,0.966,0
0.381,-0.221,1
0.968,-0.564,1
0.454,-0.245,1
1.501,-0.436,1
-0.908,0.447,0
1.887,0.049,1
0.624,0.731,0
0.9,0.512,0
0.16,1.032,0
1.979,0.131,1
-0.982,0.189,0
-0.923,0.248,0
-0.702,0.644,0
-0.581,0.878,0
1.907,0.343,1
-1.017,0.163,0
0.98,0.335,0
1.65,-0.175,1
1.059,-0.473,1
0.916,0.077,0
2.024,0.427,1
-0.036,0.995,0
-0.245,0.887,0
0.862,0.379,0
0.391,-0.364,1
0.907,0.173,0
0.433,0.884,0
0.903,0.198,0
0.563,0.854,0
-0.95,0.527,0
0.496,0.899,0
-0.427,0.85,0
1.543,-0.346,1
0.541,-0.299,1
0.317,-0.302,1
-0.438,0.939,0
0.072,1.009,0
1.599,-0.441,1
1.489,-0.366,1
1.211,-0.436,1
1.14,-0.454,1
0.56,0.794,0
0.611,0.777,0
1.055,-0.528,1
0.149,1.003,0
-1.024,0.174,0
0.99,-0.412,1
-0.015,0.942,0
0.111,-0.107,1
-1.046,0.071,0
0.571,0.889,0
0.163,0.041,1
-0.711,0.876,0
1.644,-0.318,1
-0.956,0.09,0
-0.326,0.944,0
0.122,0.949,0
0.584,-0.37,1
0.608,-0.418,1
0.102,0.899,0
0.206,-0.072,1
2.047,0.585,1
0.698,0.688,0
0.97,-0.51,1
0.894,0.15,0
0.612,0.794,0
0.249,-0.006,1
0.715,-0.399,1
1.367,-0.414,1
-0.662,0.708,0
0.418,0.926,0
1.008,0.05,0
-0.003,0.386,1
1.692,-0.275,1
0.202,0.989,0
0.952,0.168,0
0.468,0.888,0
-0.993,0.261,0
-0.866,0.453,0
0.882,0.219,0
1.036,0.201,0
0.897,0.314,0
-0.073,0.395,1
-0.635,0.698,0
0.236,-0.11,1
-0.022,0.92,0
0.793,-0.511,1
-0.848,0.626,0
1.986,0.456,1
0.92,-0.498,1
0.861,-0.438,1
0.841,-0.484,1
1.766,-0.03,1
2.028,0.452,1
1.369,-0.369,1
-0.104,0.992,0
0.073,0.986,0
1.157,-0.478,1
0.783,-0.477,1
0.639,-0.382,1
0.106,0.011,1
-0.046,0.424,1
-0.38,0.978,0
-0.013,1.043,0
0.715,0.591,0
-0.938,0.228,0
-0.888,0.235,0
-1.035,0.182,0
1.979,0.351,1
1.738,-0.264,1
1.901,0.168,1
-1.035,0.178,0
0.953,-0.001,0
0.08,0.971,0
1.534,-0.391,1
-0.006,1.074,0
-0.033,0.421,1
1.839,-0.046,1
-0.928,0.101,0
-0.925,0.055,0
2.032,0.441,1
0.434,-0.231,1
1.725,-0.145,1
-1.032,0.191,0
0.587,0.7,0
1.031,-0.479,1
0.722,0.644,0
1.577,-0.314,1
0.303,-0.077,1
0.262,-0.119,1
-0.619,0.802,0
1.97,0.264,1
1.341,-0.446,1
1.963,0.183,1
0.771,0.546,0
0.064,0.148,1
-0.832,0.544,0
-0.162,1.071,0
1.846,-0.179,1
-0.164,0.949,0
1.509,-0.323,1
-0.644,0.708,0
1.84,-0.114,1
0.8,0.407,0
0.394,-0.374,1
-0.979,0.022,0
0.804,0.691,0
0.739,0.686,0
-0.98,0.374,0
1.991,0.462,1
0.322,0.941,0
0.092,0.336,1
0.836,-0.355,1
0.427,0.903,0
-0.632,0.859,0
0.974,0.298,0
0.415,-0.275,1
-1.065,0.012,0
1.972,0.119,1
-0.065,0.952,0
1.613,-0.206,1
1.107,-0.553,1
0.84,0.331,0
0.21,-0.078,1
-0.178,0.977,0
0.151,-0.178,1
0.571,0.834,0
1.94,0.109,1
1.937,0.247,1
1.597,-0.214,1
-0.583,0.757,0
0.041,0.292,1
0.401,-0.312,1
-0.923,0.404,0
0.957,0.059,0
-0.937,0.362,0
1.976,0.209,1
-0.947,0.099,0
0.107,0.075,1
1.028,-0.564,1
1.483,-0.443,1
0.189,-0.146,1
0.402,0.927,0
0.291,-0.172,1
1.582,-0.263,1
-0.291,0.944,0
0.467,0.891,0
-0.256,0.944,0
-1.065,0.025,0
0.207,0.879,0
1.854,0.018,1
-0.487,0.891,0
0.773,-0.444,1
0.072,0.108,1
0.368,0.91,0
1.4,-0.47,1
1.654,-0.325,1
1.53,-0.413,1
0.029,0.293,1
0.852,0.753,0
0.665,0.732,0
-0.138,1.112,0
0.699,-0.479,1
-0.112,1.025,0
-0.72,0.6,0
-0.933,0.266,0
-0.968,0.473,0
1.9,0.179,1
0.817,0.549,0
1.07,-0.538,1
0.462,-0.338,1
0.107,0.984,0
0.189,-0.162,1
0.835,0.609,0
0.787,0.635,0
1.728,-0.023,1
-0.977,0.198,0
0.07,0.376,1
0.298,-0.168,1
1.411,-0.37,1
0.288,0.997,0
-0.785,0.491,0
1.488,-0.376,1
1.599,-0.35,1
0.76,0.618,0
0.712,0.695,0
1.308,-0.465,1
0.951,0.092,0
0.893,0.346,0
-0.096,1.012,0
0.054,-0.028,1
0.069,-0.037,1
1.793,-0.107,1
-0.773,0.619,0
1.775,-0.107,1
0.244,-0.209,1
1.068,-0.435,1
0.947,0.425,0
0.117,0.946,0
0.611,-0.524,1
-0.359,1.007,0
0.134,0.899,0
-0.056,0.444,1
-0.99,0.278,0
-0.921,0.567,0
1.298,-0.451,1
0.286,0.982,0
0.914,-0.48,1
0.243,0.03,1
1.873,-0.004,1
0.522,-0.453,1
0.102,0.278,1
-0.939,0.36,0
1.343,-0.349,1
0.811,-0.43,1
1.296,-0.474,1
1.967,0.228,1
-0.387,0.838,0
1.549,-0.343,1
0.27,0.957,0
0.355,-0.245,1
-0.715,0.749,0
1.993,0.425,1
1.866,-0.078,1
0.567,-0.399,1
1.111,-0.461,1
2.005,0.47,1
1.794,-0.081,1
1.408,-0.388,1
-0.095,1.012,0
-0.583,0.758,0
0.976,0.245,0
0.87,-0.502,1
0.482,-0.365,1
0.836,0.557,0
0.247,-0.237,1
0.83,0.688,0
-0.915,0.575,0
0.849,0.511,0
1.582,-0.29,1
0.412,-0.243,1
0.918,-0.494,1
-0.904,0.042,0
-0.355,0.879,0
