Feature_1,Feature_2,target
1.282,-0.42,1
0.83,0.475,0
1.474,-0.307,1
-0.909,0.328,0
0.582,-0.521,1
0.495,0.908,0
1.279,-0.413,1
1.103,0.152,0
0.752,-0.397,1
-1.021,0.255,0
2.09,0.46,1
0.372,0.854,0
1.816,-0.095,1
0.93,0.245,0
1.697,-0.195,1
-0.398,0.857,0
0.699,-0.506,1
0.859,0.41,0
1.314,-0.498,1
-0.488,0.908,0
2.002,0.204,1
-0.875,0.675,0
1.463,-0.348,1
-0.185,1.034,0
0.47,-0.388,1
-0.864,0.484,0
0.638,-0.501,1
0.844,0.434,0
1.716,-0.157,1
0.13,0.982,0
1.61,-0.354,1
0.93,0.234,0
1.843,-0.149,1
0.034,0.959,0
0.059,0.314,1
0.579,0.966,0
0.976,-0.489,1
0.183,0.916,0
1.88,0.028,1
-0.981,-0.052,0
1.243,-0.536,1
0.051,1.06,0
0.014,0.217,1
0.604,0.827,0
-0.005,0.174,1
-0.115,1.012,0
0.818,-0.479,1
-0.727,0.759,0
1.693,-0.365,1
0.579,0.804,0
-0.047,0.476,1
-0.95,0.123,0
1.135,-0.467,1
0.605,0.869,0
0.383,-0.245,1
-0.017,0.988,0
0.609,-0.461,1
1.03,0.357,0
2.074,0.333,1
0.666,0.789,0
1.929,0.454,1
0.72,0.592,0
1.796,-0.118,1
-0.512,0.786,0
0.802,-0.515,1
-0.646,0.812,0
1.335,-0.352,1
-0.233,0.972,0
1.204,-0.487,1
-0.762,0.589,0
0.201,-0.067,1
0.529,0.858,0
1.802,0.011,1
0.79,0.741,0
1.718,-0.284,1
-0.689,0.8,0
1.948,0.275,1
0.957,0.259,0
1.961,0.279,1
0.774,0.579,0
1.266,-0.39,1
1.047,0.1,0
1.605,-0.293,1
0.33,0.948,0
1.056,-0.394,1
-0.978,0.166,0
1.188,-0.456,1
0.862,0.553,0
0.842,-0.462,1
-0.488,0.835,0
0.91,-0.515,1
0.945,0.405,0
1.731,-0.164,1
-0.954,0.307,0
1.763,0.032,1
-0.853,0.111,0
0.021,0.276,1
-0.646,0.836,0
1.957,0.278,1
-1.028,0.212,0
1.588,-0.333,1
0.355,0.917,0
2.056,0.412,1
-0.652,0.839,0
1.876,0.072,1
0.65,0.723,0
0.43,-0.387,1
1.027,0.289,0
0.727,-0.441,1
0.973,0.051,0
1.387,-0.47,1
0.169,1.007,0
0.92,-0.463,1
0.824,0.684,0
1.684,-0.146,1
-0.521,0.936,0
0.118,0.07,1
0.683,0.677,0
0.625,-0.449,1
0.508,0.882,0
0.277,-0.176,1
1.013,-0.032,0
-0.031,0.402,1
-1.034,0.226,0
1.314,-0.501,1
0.383,0.965,0
1.956,0.358,1
-0.675,0.778,0
0.222,-0.064,1
0.935,0.232,0
0.045,0.392,1
-0.998,0.035,0
0.213,-0.15,1
1.088,0.14,0
0.109,0.011,1
0.952,0.058,0
0.481,-0.31,1
0.951,0.151,0
1.975,0.394,1
0.771,0.511,0
1.896,0.491,1
-0.718,0.731,0
0.008,0.228,1
-0.887,0.121,0
1.683,-0.213,1
0.314,0.922,0
0.982,-0.46,1
-0.158,1.001,0
0.907,-0.438,1
0.877,0.373,0
0.111,-0.047,1
0.68,0.722,0
1.998,0.386,1
-0.054,0.884,0
0.694,-0.49,1
-0.858,0.421,0
0.504,-0.311,1
0.974,0.361,0
