Feature_1,Feature_2,Target
-0.1,-0.719,1
-0.31,-1.025,0
0.373,-0.66,1
0.084,1.002,0
0.861,-0.619,0
0.682,-0.007,1
-0.05,0.915,0
0.188,0.772,1
-0.183,0.939,0
0.645,0.465,1
0.834,-0.388,0
-0.726,0.308,1
0.336,0.893,0
-1.018,0.02,0
-0.98,-0.232,0
-1.026,-0.277,0
-0.653,-0.324,1
0.256,1.036,0
-0.801,-0.062,1
-0.69,-0.387,1
0.983,0.344,0
-0.297,0.964,0
0.038,0.94,0
-0.872,-0.077,1
1.019,0.197,0
0.857,-0.133,1
0.92,-0.002,0
0.033,0.84,1
0.789,0.136,1
-0.348,-0.886,0
-0.096,-0.797,1
-0.419,0.962,0
0.647,0.378,1
0.171,0.918,0
-0.772,0.094,1
-0.753,-0.134,1
-0.753,0.453,1
-0.852,0.399,0
-0.837,-0.261,1
-0.336,0.894,1
-0.97,0.174,0
0.398,0.962,0
-0.836,-0.596,0
-0.044,-0.774,1
-0.549,-0.777,0
-0.87,-0.08,1
-0.713,0.294,1
0.341,0.763,1
-0.016,-0.79,1
0.783,0.642,0
-0.584,-0.506,1
0.761,-0.016,1
-0.742,-0.713,0
0.965,-0.474,0
0.322,1.001,0
0.681,0.769,0
-0.784,0.598,0
-0.665,0.024,1
0.967,0.223,0
-0.641,-0.449,1
-0.675,-0.408,1
0.119,-0.951,0
-0.049,0.794,1
0.148,-0.838,1
0.265,0.757,1
0.407,0.644,1
-0.02,-1.055,0
-0.118,-1.01,0
0.419,0.907,0
-0.606,-0.462,1
-0.976,0.112,0
0.764,0.708,0
-0.249,0.898,0
-0.934,0.294,0
-0.481,-0.67,1
-0.455,-0.879,0
-0.669,-0.331,1
0.297,-0.698,1
-0.951,-0.245,0
-0.555,-0.633,1
-0.206,0.973,0
0.505,0.839,0
0.324,0.822,1
-0.13,0.977,0
0.741,0.268,1
-0.413,0.636,1
0.505,0.527,1
0.139,1.008,0
-0.98,0.112,0
-0.446,0.605,1
0.445,0.649,1
-1.065,-0.275,0
-0.258,-1.073,0
0.61,0.009,1
-0.328,-1.085,0
0.821,-0.513,0
-0.795,0.578,0
-0.01,0.781,1
0.439,0.615,1
0.694,0.453,1
-1.074,0.192,0
-0.68,-0.602,1
0.762,0.144,1
-0.729,0.421,1
-0.528,-0.812,0
0.272,-1.068,0
0.637,0.063,1
0.647,-0.766,0
0.988,-0.134,0
0.135,0.733,1
-0.914,0.375,0
0.099,-0.949,0
-0.563,0.391,1
0.727,0.59,0
0.447,0.711,1
0.808,0.066,1
0.672,0.582,1
0.807,-0.088,1
0.107,0.822,1
-0.948,0.299,0
0.685,-0.355,1
0.83,0.172,1
0.382,-0.751,1
0.442,-0.673,1
0.599,0.888,0
-0.168,0.822,1
-0.549,-0.795,0
-0.728,-0.337,1
0.177,0.963,0
-0.275,0.76,1
-0.61,0.374,1
0.534,-0.653,1
-0.85,0.05,1
-0.714,0.358,1
-0.791,-0.027,1
0.593,0.538,1
-0.799,-0.538,0
0.766,-0.57,0
0.036,1.045,0
0.027,0.822,1
-0.129,0.803,1
0.766,-0.823,0
0.294,0.782,1
-0.426,-0.983,0
-0.907,0.489,0
0.66,0.777,0
0.414,-0.704,1
-0.049,-0.784,1
-0.38,-0.712,1
0.291,-1.046,0
0.972,-0.234,0
